2021-01-18 10:06:19.973293,fig8_CaOH_70velsel,gate=0.15,successes=4168
2021-01-18 10:06:19.979882,fig8_CaOH_70velsel,gate=0.65,successes=0
2021-01-18 10:06:19.985351,fig8_CaOH_70velsel,gate=1.15,successes=0
2021-01-18 10:06:19.990837,fig8_CaOH_70velsel,gate=1.65,successes=0
2021-01-18 10:06:20.184355,fig8_CaOH_70velsel,successes_pp=0,succ_mols_pp=,0
2021-01-18 10:10:09.038856,fig8_CaOH_90velsel,gate=0.15,successes=6793
2021-01-18 10:10:09.064225,fig8_CaOH_90velsel,gate=0.65,successes=366
2021-01-18 10:10:09.069908,fig8_CaOH_90velsel,gate=1.15,successes=0
2021-01-18 10:10:09.075329,fig8_CaOH_90velsel,gate=1.65,successes=0
2021-01-18 10:10:09.266441,fig8_CaOH_90velsel,successes_pp=0,succ_mols_pp=,0
2021-01-18 10:23:44.381963,fig8_CaOH_170velsel,gate=0.15,successes=23666
2021-01-18 10:23:44.413355,fig8_CaOH_170velsel,gate=0.65,successes=3090
2021-01-18 10:23:44.442659,fig8_CaOH_170velsel,gate=1.15,successes=1945
2021-01-18 10:23:44.468801,fig8_CaOH_170velsel,gate=1.65,successes=1003
2021-01-18 10:23:44.687562,fig8_CaOH_170velsel,successes_pp=995,succ_mols_pp=,493,1450,1639,4546,6090,6163,6719,9453,13889,16847,20106,22506,24032,28808,29294,35544,36542,39647,41103,44367,46904,47147,48128,53592,54855,56644,65173,65213,70394,70845,73194,73670,79753,81571,86025,92217,95620,109166,110916,116411,135956,136529,137971,141548,146285,149952,152746,154328,156357,158056,158137,158357,163807,167962,171638,175637,176244,180553,180901,182003,185132,185478,187112,188888,189670,190698,196796,197013,201105,202817,202923,214005,215604,219817,219994,225898,231246,231499,233725,234420,234671,236371,236741,239691,239706,241159,258363,258496,260908,261238,262882,266663,269122,271222,273234,273755,277042,277854,281975,282582,285789,285969,286465,287639,287672,288053,289618,289791,290350,295937,298424,301982,302122,302325,304550,313902,314840,315174,317880,320014,322200,326530,329826,330197,333649,334949,340542,351558,353580,354023,363378,364477,365533,366964,367253,372302,373685,375154,377888,379312,382004,383933,392180,395498,395550,404389,411560,412210,413766,416817,422861,423556,424879,425886,429575,433109,439092,441596,446216,446659,452247,457135,459546,460250,461958,462195,464171,465914,466012,468476,470641,472823,473271,477274,479064,479142,482830,483101,483851,485255,485500,490019,499907,502962,505807,515420,515971,521375,521621,524784,525327,528062,528597,531022,533292,534985,539545,541485,542564,545736,547705,547789,550893,554511,558450,558952,559434,564727,575763,576161,578288,584359,588193,591463,593632,593681,595094,595365,596206,604359,605708,607534,609995,612359,615141,616192,617923,626393,630499,633896,634253,639145,660847,661054,666399,666704,680948,682803,686318,687944,706836,725256,727715,728165,729219,731363,732061,738445,739109,741567,743637,744032,744081,745732,755444,760577,762881,773199,777094,778042,782603,784243,785920,787281,787348,797556,798379,801098,801910,803937,805547,807058,810362,813987,816223,819920,821425,823411,825061,828000,829584,831908,833130,835181,837315,842377,844102,854754,857014,859375,864005,867504,870602,872180,873672,874241,874993,876092,878546,881629,881736,886067,887437,892464,893262,896894,899322,902284,906503,909863,910827,914707,919927,926709,934235,941577,947007,947914,950055,961290,962758,966857,973894,976110,978154,979300,980202,986356,990032,993315,1002437,1002526,1004874,1006926,1009247,1011712,1012519,1014867,1018323,1018649,1019384,1019423,1025769,1027137,1028621,1028907,1034014,1036684,1043451,1045528,1047436,1048231,1050006,1054263,1055626,1058110,1062305,1068481,1069102,1069444,1071136,1078971,1081038,1084329,1086547,1090013,1091809,1099869,1107457,1112697,1123092,1129379,1130979,1131015,1136369,1137018,1141022,1144082,1144288,1150419,1151358,1153402,1154037,1159609,1159851,1162011,1163439,1166488,1170229,1174578,1176174,1179779,1181511,1184717,1187428,1189549,1189810,1190085,1190525,1191011,1191254,1191432,1192499,1200398,1203831,1205136,1206252,1207474,1209282,1209717,1212691,1213350,1218703,1219835,1220050,1220774,1228459,1228877,1229806,1230720,1232239,1232772,1234665,1235281,1240652,1245894,1247024,1250242,1251981,1253225,1258302,1259058,1260356,1264241,1271103,1272130,1277516,1284198,1286513,1290139,1292724,1293659,1295273,1297762,1301934,1302319,1302513,1303313,1308655,1310441,1314198,1316106,1318237,1318751,1321200,1327464,1331452,1334862,1338997,1339485,1339633,1340819,1340861,1341143,1342862,1349911,1353068,1361758,1364767,1370454,1372439,1375853,1377090,1377743,1381192,1381740,1383025,1399416,1400743,1401078,1401344,1403405,1405695,1406346,1407142,1410242,1417607,1421410,1431529,1434872,1436448,1438342,1440173,1441720,1444252,1447274,1453735,1457364,1461478,1461770,1462245,1470657,1470703,1472716,1474596,1476298,1479048,1481257,1482036,1485098,1485309,1486826,1488814,1497011,1498210,1509763,1512610,1521272,1524689,1526319,1528861,1529382,1529742,1530719,1537319,1539137,1543770,1544593,1545197,1546244,1546886,1550235,1556950,1556989,1559332,1561549,1565160,1565993,1566227,1568395,1573721,1581987,1585156,1588969,1595461,1596936,1598806,1604995,1609655,1610867,1615710,1616927,1617486,1618306,1627162,1640409,1641377,1644072,1646928,1647305,1647507,1651113,1655651,1660697,1660979,1664704,1668182,1672466,1674761,1679455,1681180,1686617,1688979,1691267,1693931,1701746,1703919,1707455,1708070,1711032,1715846,1720346,1720924,1724626,1727192,1729408,1736664,1736684,1740178,1744342,1746195,1747358,1752008,1765187,1766047,1770032,1770080,1777430,1783850,1786279,1786784,1787450,1789111,1790531,1791836,1796699,1797692,1797801,1801447,1807611,1809562,1823707,1824983,1825696,1834379,1840181,1841497,1843247,1845849,1847852,1849741,1852156,1855412,1859498,1860025,1860209,1861238,1862925,1888464,1890791,1891524,1893190,1899644,1900909,1902660,1903737,1913622,1916559,1916820,1917502,1918393,1925698,1926086,1927453,1932789,1933381,1936350,1937927,1943927,1950123,1959735,1959755,1960900,1964873,1971279,1972110,1973234,1974635,1975786,1976957,1977990,1979551,1979594,1985611,1989059,1991207,1991433,1991929,1994505,1996122,1996479,2003022,2005173,2006664,2006846,2007169,2009788,2010745,2017027,2017048,2019685,2020332,2021147,2023056,2027946,2029371,2031245,2033967,2034249,2035947,2036623,2039028,2043580,2045200,2050216,2054598,2057318,2058767,2059035,2069388,2069692,2073153,2078756,2078840,2084715,2086356,2086386,2090079,2093730,2094182,2094329,2099320,2106777,2108119,2108409,2111767,2113509,2113611,2123360,2123856,2126025,2126490,2130571,2131537,2140515,2149267,2152796,2155808,2158738,2166784,2176187,2178538,2184078,2185165,2185389,2189276,2200579,2200664,2202734,2204877,2204887,2208349,2210429,2211113,2211372,2216112,2216554,2216782,2217588,2219338,2232983,2233290,2233377,2239618,2242441,2243506,2245252,2247645,2247973,2248699,2249079,2249604,2251842,2258757,2272138,2276450,2276645,2283617,2286564,2290121,2293443,2296326,2296846,2298841,2299909,2300478,2300790,2301295,2301917,2311188,2318231,2322932,2325566,2332221,2335487,2337255,2355997,2359194,2359248,2365178,2365536,2366008,2366948,2376279,2377010,2377886,2382721,2384404,2390233,2400195,2400949,2401042,2404151,2406570,2412230,2416923,2417363,2423503,2424664,2432267,2436171,2441143,2449306,2453268,2453906,2456376,2457681,2463398,2463516,2463988,2464033,2465269,2467737,2471100,2471394,2471530,2474375,2475291,2479006,2490110,2490335,2491641,2499225,2501214,2510131,2524458,2524642,2525166,2526027,2528744,2531345,2532448,2537714,2545601,2549338,2550734,2550752,2557362,2557719,2557813,2557993,2561935,2563579,2564557,2571614,2585435,2593876,2608938,2613071,2616137,2617967,2632467,2638969,2639636,2647754,2653214,2668302,2669634,2671332,2676292,2679181,2686785,2687285,2691571,2695888,2699983,2700692,2703404,2704098,2704763,2706566,2706903,2707906,2708414,2714720,2715345,2716037,2717712,2718878,2720086,2725423,2726583,2729557,2730748,2732607,2733466,2735466,2735956,2740621,2743395,2747886,2749592,2756910,2757190,2760274,2762121,2764562,2772863,2776800,2779807,2781498,2787364,2793438,2795833,2799865,2800278,2800432,2800684,2801507,2803059,2803205,2807971,2813529,2815634,2817949,2819033,2822762,2823466,2823638,2826841,2829492,2834927,2835194,2835806,2836084,2836566,2837609,2839856,2841771,2845837,2845951,2848481,2853809,2854065,2855907,2859456,2861015,2872074,2872844,2876822,2878586,2881254,2883533,2884138,2884139,2885771,2896935,2898491,2898531,2903431,2903680,2904317,2904625,2905407,2907933,2910302,2911971,2912125,2914862,2916594,2918264,2922819,2933703,2936547,2937395,2939967,2944710,2945933,2949982,2953568,2959419,2961476,2962157,2964460,2966052,2971144,2972955,2975352,2975433,2975748,2984300,2991119,2996941,2997790,2998946
2021-01-18 10:25:27.025039,fig8_CaOH_190velsel,gate=0.15,successes=29355
2021-01-18 10:25:27.053689,fig8_CaOH_190velsel,gate=0.65,successes=3509
2021-01-18 10:25:27.081925,fig8_CaOH_190velsel,gate=1.15,successes=2304
2021-01-18 10:25:27.105920,fig8_CaOH_190velsel,gate=1.65,successes=1349
