l_cell_to_lens_aperture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.30000000000000004,0,2,1,1,3,1,2,1,2,2,1,4,0,3,2,1,1,0,1,2,4
